,comment,cl_comment,wordlist,emojis,sent_num,sent,user,mentioned,likes
6331,Good,good,['good'], ,0.4404,pos,rajendr8483, ,0
6332,🤔, ,[],🤔,0.0,neu,hewa5472, ,0
6333,❤️😘😘😘😘😘, ,[],❤😘😘😘😘😘,0.7091431477243835,neu,sergeifateev._4444, ,0
6334,Still so gorgeous 😍 Kortney...pure beauty 🔥,still gorgeou kortney pure beauti,"['still', 'gorgeou', 'kortney', 'pure', 'beauti']",😍🔥,0.11681738982136183,neu,naidootracy2309, ,0
6335,❤️, ,[],❤,0.7460869565217392,neu,nivatha754, ,0
6336,😍, ,[],😍,0.6779367825129737,neu,ramonpereztroyano, ,0
6337,😍😍😍😍😍😍😍😍😍😍😍😍😍, ,[],😍😍😍😍😍😍😍😍😍😍😍😍😍,0.6779367825129736,neu,fragaarnoldo188, ,0
6338,❤️, ,[],❤,0.7460869565217392,neu,jesus.guia.180, ,0
6339,Yesss🔥,yesss,['yesss'],🔥,0.06989247311827955,neu,christinatapia, ,0
6340,🤍🤍🤍, ,[],🤍🤍🤍,0.0,neu,dul_ter, ,0
6341,Al wmo,al wmo,"['al', 'wmo']", ,0.0,neu,dul_ter, ,0
6342,That's hot,hot,['hot'], ,0.0,neu,tyler_coffelty666, ,0
6343,Is this when Kim lost the earring 😂,kim lost ear,"['kim', 'lost', 'ear']",😂,-0.18340789905621666,neu,rosabearrrrr, ,0
6344,Hey friend am new on ig can we be friend,hey friend new ig friend,"['hey', 'friend', 'new', 'ig', 'friend']", ,0.7506,pos,oma.rmcleod, ,0
6345,Who are those people you're with? 😂,peopl,['peopl'],😂,0.11048420188756665,neu,drummerchick69, ,0
6346,Looking great sweetheart 🔥,look great sweetheart,"['look', 'great', 'sweetheart']",🔥,0.6765712365591398,pos,corbypatrickfrancis, ,0
6347,Looking great dw,look great dw,"['look', 'great', 'dw']", ,0.6249,pos,corbypatrickfrancis, ,0
6348,YOUTH IS BEAUTIFUL 🌹🌹🌹,youth beauti,"['youth', 'beauti']",🌹🌹🌹,0.36627906976744184,neu,jovellcuba, ,2
6349,Literally cannot recognize anyone in these pics?  Is that the Kardashians before MASSIVE WORK?!😂😂😂,liter not recogn anyon pic kardashian massiv work,"['liter', 'not', 'recogn', 'anyon', 'pic', 'kardashian', 'massiv', 'work']",😂😂😂,0.0602641101204909,neu,thomkat2018, ,2
6350,Vibes,vibe,['vibe'], ,0.0,neu,faizanfaizan2554, ,0
6351,🙂, ,[],🙂,0.0,neu,zazpur, ,0
6352,"Stop because y’all were more gorgeous before , y’all didn’t need anything 🤷🏻‍♀️",stop gorgeou not need anyth,"['stop', 'gorgeou', 'not', 'need', 'anyth']",🤷🏻♀,-0.19111111111111112,neu,_kurisutaru_, ,0
6353,Not to sure who these ladies are….sure don’t look the same….😮,not sure ladi aresur not look,"['not', 'sure', 'ladi', 'aresur', 'not', 'look']",😮,-0.16697460317460316,neu,samllarocque, ,0
6354,Boa tarde,boa tard,"['boa', 'tard']", ,-0.5423,neg,ademar1233, ,0
6355,🔥, ,[],🔥,0.1397849462365591,neu,true_love_never_ends189, ,0
6356,Hi,hi,['hi'], ,0.0,neu,5663lucky, ,0
6357,@sarahmurphy765  @janeboland_, ,[], ,0.0,neu,sarahmurphy765,sarahmurphy765 janeboland_ ,1
6358,@janeboland_ jurph get off my insta,jurph get insta,"['jurph', 'get', 'insta']", ,0.0,neu,sarahmurphy765,janeboland_ ,1
6359,@sarahmurphy765 hell yeah,hell yeah,"['hell', 'yeah']", ,-0.5267,neg,janeboland_,sarahmurphy765 ,1
6360,@sarahmurphy765 hahahahahaha ffs,hahahahahaha ff,"['hahahahahaha', 'ff']", ,0.4215,pos,janeboland_,sarahmurphy765 ,1
6361,@janeboland_ 😈😈, ,[],😈😈,0.2676923076923077,neu,sarahmurphy765,janeboland_ ,1
6362,❤️, ,[],❤,0.7460869565217392,neu,mr._bekkouche, ,0
6363,❤️❤️❤️, ,[],❤❤❤,0.7460869565217392,neu,alkumar5091, ,0
6364,You haven’t aged!,not age,"['not', 'age']", ,0.0,neu,kaylaegervais, ,0
6365,#followme,followm,['followm'], ,0.0,neu,mrg_atelier, ,0
6366,Kanakaruchu,kanakaruchu,['kanakaruchu'], ,0.0,neu,alkumar5091, ,0
6367,I'm lucky,lucki,['lucki'], ,0.0,neu,5663lucky, ,0
6368,Hi,hi,['hi'], ,0.0,neu,aamaar3533, ,0
6369,Love the pic of you,love pic,"['love', 'pic']", ,0.6369,pos,luiza_bunt_1030, ,0
6370,❤️, ,[],❤,0.7460869565217392,neu,ray.ratan.5815, ,0
6371,YESS,yess,['yess'], ,0.0,neu,chelsealikestospam, ,0
6372,She is🔥🔥🔥, ,[],🔥🔥🔥,0.1397849462365591,neu,prakash_9969, ,0
6373,Nice one baby,nice one babi,"['nice', 'one', 'babi']", ,0.4215,pos,africa_baddo, ,0
6374,❤️❤️❤️❤️❤️❤️, ,[],❤❤❤❤❤❤,0.7460869565217392,neu,rshydfrdny, ,0
6375,❤️❤️❤️❤️❤️❤️❤️❤️, ,[],❤❤❤❤❤❤❤❤,0.7460869565217392,neu,rshydfrdny, ,0
6376,I L,l,['l'], ,0.0,neu,anil.diwan.56, ,0
6377,wow❤️,wow,['wow'],❤,0.6659934782608696,pos,khorshed3233, ,0
6378,❤️❤️, ,[],❤❤,0.7460869565217392,neu,ayinde7576, ,0
6379,😍, ,[],😍,0.6779367825129737,neu,tantelinandoarotiana, ,0
6380,Wauw Khloe looks GREAT in that second pic 🔥,wauw khloe look great second pic,"['wauw', 'khloe', 'look', 'great', 'second', 'pic']",🔥,0.5555978494623656,pos,zsazsa_zoe, ,0
6381,Party girl back then,parti girl back,"['parti', 'girl', 'back']", ,0.0,neu,cindygnoland, ,0
6382,Kahi to mcha🤡🤡🎉🎉🎉💝💅🚣🚣👯👯👯💑💑🌹🌿💮🪴⛰️☃️🏖️🌈🌗🐼🦮🍓🍋🥥🍟🥘🥯🥤🍿🧁🛺🏏⚽📱,kahi mcha,"['kahi', 'mcha']",🤡🤡🎉🎉🎉💝💅🚣🚣👯👯👯💑💑🌹🌿💮🪴⛰☃🏖🌈🌗🐼🦮🍓🍋🥥🍟🥘🥯🥤🍿🧁🛺🏏⚽📱,0.5075578223201925,neu,vishnuvishnu00055gmail, ,0
6383,😍Nice,nice,['nice'],😍,0.5497183912564869,pos,mmistar903, ,0
6384,Before plastic surgery & Hollywood ruined them,plastic surgeri hollywood ruin,"['plastic', 'surgeri', 'hollywood', 'ruin']", ,-0.5859,neg,angel_falls666, ,0
6385,Hottie,hotti,['hotti'], ,0.0,neu,jennyy.conwayyy, ,0
6386,❤️❤️❤️❤️, ,[],❤❤❤❤,0.7460869565217392,neu,nkounkouliche, ,0
6387,Niceee 😍😍😍✨,nicee,['nicee'],😍😍😍✨,0.47728093743231254,neu,organicalleviation.4body, ,0
6388,you’re so hot 😭,hot,['hot'],😭,-0.0466883821932682,neu,rejizzzy, ,0
6389,Back when people read magazines,back peopl read magazin,"['back', 'peopl', 'read', 'magazin']", ,0.0,neu,kellykel1720, ,0
6390,Sexy 🔥,sexi,['sexi'],🔥,0.06989247311827955,neu,kaykaylove_me, ,0
6391,❤️, ,[],❤,0.7460869565217392,neu,rehan6551ali, ,0
6392,Kris is a whole vibe in that photo. Loving life,kri whole vibe photo love life,"['kri', 'whole', 'vibe', 'photo', 'love', 'life']", ,0.6369,pos,sbunch122, ,0
6393,❤️❤️❤️, ,[],❤❤❤,0.7460869565217392,neu,bethmcmarshall, ,0
6394,الو, ,[], ,0.0,neu,mwsymhmwdlndyf, ,0
6395,😍😍😍, ,[],😍😍😍,0.6779367825129737,neu,kardashians.angel, ,0
6396,Such a vibe,vibe,['vibe'], ,0.0,neu,shane_monica3564, ,0
6397,Someone said tell us you’re mad at Kim without telling us you’re mad at Kim🤣,someon said tell us mad kim without tell us mad kim,"['someon', 'said', 'tell', 'us', 'mad', 'kim', 'without', 'tell', 'us', 'mad', 'kim']",🤣,-0.7506,neg,mariexclark, ,0
6398,Beautiful,beauti,['beauti'], ,0.0,neu,dogbevirita, ,0
6399,❤️❤️, ,[],❤❤,0.7460869565217392,neu,anil.diwan.56, ,0
6400,👏👏👏👏👏👏, ,[],👏👏👏👏👏👏,0.5205479452054794,neu,stephanenguy, ,0
6401,Xxx,xxx,['xxx'], ,0.0,neu,hisauraguerrero, ,0
6402,Xxx,xxx,['xxx'], ,0.0,neu,hisauraguerrero, ,0
6403,Hola,hola,['hola'], ,0.0,neu,hisauraguerrero, ,0
6404,Hello haw are you. 😍,hello haw,"['hello', 'haw']",😍,0.22597892750432458,neu,chic_o1971, ,0
6405,😍😍😍, ,[],😍😍😍,0.6779367825129737,neu,smida3172, ,0
6406,😍🔥, ,[],😍🔥,0.40886086437476643,neu,rraissjurado33, ,0
6407,Koko so pretty 😍,koko pretti,"['koko', 'pretti']",😍,0.22597892750432458,neu,arib00, ,0
6408,8787018453, ,[], ,0.0,neu,shivk1080432022, ,0
6409,❤️❤️❤️❤️, ,[],❤❤❤❤,0.7460869565217392,neu,cumberbatch.benny, ,0
6410,hot you,hot,['hot'], ,0.0,neu,stormpiland6, ,0
6411,Hi,hi,['hi'], ,0.0,neu,kingatta159, ,0
6412,Q bella dama,q bella dama,"['q', 'bella', 'dama']", ,0.0,neu,eliomar887, ,0
6413,😍😍😍😍, ,[],😍😍😍😍,0.6779367825129737,neu,aman8507singh, ,0
6414,Good 5,good,['good'], ,0.4404,pos,aman8507singh, ,0
6415,Kaly 🙌🙌,kali,['kali'],🙌🙌,0.37361664453297916,neu,dazilerikerly_, ,0
6416,❤️❤️❤️❤️❤️❤️❤️❤️❤️hii,hii,['hii'],❤❤❤❤❤❤❤❤❤,0.6714782608695653,neu,aman8507singh, ,0
6417,Sexy,sexi,['sexi'], ,0.0,neu,ricci6331, ,0
6418,Of all of the sisters you have definitely done  less surgery and definitely look the best.,sister definit done less surgeri definit look best,"['sister', 'definit', 'done', 'less', 'surgeri', 'definit', 'look', 'best']", ,0.6369,pos,missdecker, ,0
6419,"Wow you all look so real here, sad you all felt the need to change your faces.",wow look real sad felt need chang face,"['wow', 'look', 'real', 'sad', 'felt', 'need', 'chang', 'face']", ,0.1779,neu,tracylc911, ,0
6420,Pretty lady,pretti ladi,"['pretti', 'ladi']", ,0.0,neu,kelvinfrank2031, ,0
6421,شادی جز. آرزو ماست که نداریم 😂😂😂, ,[],😂😂😂,0.2209684037751333,neu,rashd__s, ,0
6422,شاد بودن بما معنی نداره 😂😂😂, ,[],😂😂😂,0.2209684037751333,neu,rashd__s, ,0
6423,عالی 😍😍😍👏👏👏, ,[],😍😍😍👏👏👏,0.5992423638592265,neu,rashd__s, ,0
6424,When they were fun and real,fun real,"['fun', 'real']", ,0.5106,pos,money.manuel_, ,0
6425,❤️❤️, ,[],❤❤,0.7460869565217392,neu,sunnyboy5127, ,0
6426,Hyy,hyy,['hyy'], ,0.0,neu,sunnyboy5127, ,0
6427,When they were happy and didn’t know it ❤️,happi not know,"['happi', 'not', 'know']",❤,0.1865217391304348,neu,corazoncitobellooo, ,0
6428,Nais pik,nai pik,"['nai', 'pik']", ,0.0,neu,nuthnipndit, ,0
6429,You said it best,said best,"['said', 'best']", ,0.6369,pos,dusten_baby, ,0
6430,"My mother my I came from far, but I try to help out the best I can",mother came far tri help best,"['mother', 'came', 'far', 'tri', 'help', 'best']", ,0.7845,pos,dusten_baby, ,0
6431,😍😍❤️❤️, ,[],😍😍❤❤,0.7120118695173565,neu,ankitupadhaya5752, ,0
6432,.m.d.76,md,['md'], ,0.0,neu,hadisshir, ,0
6433,ای میکنتت, ,[], ,0.0,neu,maryam_1tak, ,0
6434,Tan lindaa y sencilla que se distingue en una simple foto😍,tan lindaa sencilla que se distingu en una simpl foto,"['tan', 'lindaa', 'sencilla', 'que', 'se', 'distingu', 'en', 'una', 'simpl', 'foto']",😍,0.06163061659208852,neu,vale_orellana610, ,0
6435,Vous êtes très belle toutes les trois❤️❤️❤️,vou te tr bell tout le troi,"['vou', 'te', 'tr', 'bell', 'tout', 'le', 'troi']",❤❤❤,0.13422608695652177,neu,domogoe, ,0
6436,😍😍😍😍😍😍😍, ,[],😍😍😍😍😍😍😍,0.6779367825129736,neu,saugota, ,0
6437,👏👏👏, ,[],👏👏👏,0.5205479452054794,neu,gilmar.viera.731, ,0
6438,🔥🔥❤️, ,[],🔥🔥❤,0.3418856163316191,neu,leoneswilmee, ,0
6439,👏👏😍👏hi,hi,['hi'],👏👏😍👏,0.4479161236258824,neu,mofizul1066, ,0
6440,❤️❤️, ,[],❤❤,0.7460869565217392,neu,thomaspaul100, ,0
6441,The only one who looks the same in photo 2 is kourt ❤️🙌 #ageless,one look photo kourt ageless,"['one', 'look', 'photo', 'kourt', 'ageless']",❤🙌,0.18664456047445827,neu,grinchsauce, ,0
6442,RIP to Kim’s bangs.😂,rip kim bang,"['rip', 'kim', 'bang']",😂,0.055242100943783325,neu,marisellemp, ,0
6443,🙌, ,[],🙌,0.5604249667994687,neu,lfhdwy3843, ,0
6444,❤️, ,[],❤,0.7460869565217392,neu,lfhdwy3843, ,0
6445,❤️❤️❤️❤️❤️❤️, ,[],❤❤❤❤❤❤,0.7460869565217392,neu,kisna_kumar_maity287, ,0
6446,Golapi,golapi,['golapi'], ,0.0,neu,kisna_kumar_maity287, ,0
6447,😊, ,[],😊,0.6446955430006278,neu,amily7831, ,0
6448,ⁿᵃⁱᶜ😍😍😍😍, ,[],😍😍😍😍,0.6779367825129737,neu,gulbadaha517, ,0
6449,🔥👏, ,[],🔥👏,0.3301664457210193,neu,prabhatkachhap453, ,0
6450,Hii,hii,['hii'], ,0.0,neu,prabhatkachhap453, ,0
6451,😍😍, ,[],😍😍,0.6779367825129737,neu,soonyoull_understand4637, ,0
6452,Hi,hi,['hi'], ,0.0,neu,gokulgk1432, ,0
6453,Салам всем, ,[], ,0.0,neu,kasim_1983, ,0
6454,Love Cabo!,love cabo,"['love', 'cabo']", ,0.6369,pos,therennytvshow, ,0
6455,Hi,hi,['hi'], ,0.0,neu,adenike7946, ,0
6456,Hi,hi,['hi'], ,0.0,neu,ansarabbas7673, ,2
6457,Very Hot pic,hot pic,"['hot', 'pic']", ,0.0,neu,saurabhk13015, ,0
6458,🔥🔥🔥🔥🔥🔥, ,[],🔥🔥🔥🔥🔥🔥,0.1397849462365591,neu,saurabhk13015, ,0
6459,Hy,hy,['hy'], ,0.0,neu,saeedsaeed3924, ,0
6460,يا ريت انا حدك, ,[], ,0.0,neu,ymnlmsry262, ,0
6461,🙌, ,[],🙌,0.5604249667994687,neu,steve4_all, ,0
6462,So cute 🥰🥰,cute,['cute'],🥰🥰,0.4588,pos,ramzantanha19, ,0
6463,👏❤️❤️❤️, ,[],👏❤❤❤,0.6897022036926742,neu,prakishmuhammad, ,0
6464,Beautiful,beauti,['beauti'], ,0.0,neu,vahoraidrish2, ,0
6465,The only one who looks exactly alike,one look exactli alik,"['one', 'look', 'exactli', 'alik']", ,0.0,neu,lenaa_redd, ,0
