,comment,cl_comment,wordlist,emojis,sent_num,sent,user,mentioned,likes
41,You’ve never looked so Dora The Explorer in all your life. 💜💗💜💗,never look dora explor life,"['never', 'look', 'dora', 'explor', 'life']",💜💗💜💗,0.29224621077656215,neu,dja.hand, ,0
42,You look amazing in that❤️❤️❤️😍,look amaz,"['look', 'amaz']",❤❤❤😍,0.4860329420130319,neu,coreyhall473, ,0
43,👏👏, ,[],👏👏,0.5205479452054794,neu,rupashahr, ,0
44,So amazing,amaz,['amaz'], ,0.0,neu,_yossi_maman, ,0
45,🍭, ,[],🍭,0.3157894736842105,neu,malekaleja165, ,0
46,Bathtub reflection guys is it fantasy,bathtub reflect guy fantasi,"['bathtub', 'reflect', 'guy', 'fantasi']", ,0.0,neu,sam_ecc_, ,1
47,Am in  love  07085368582whatapp,love whatapp,"['love', 'whatapp']", ,0.6369,pos,obodoyibo8, ,0
48,Maravilhosa❤️❤️❤️❤️❤️❤️❤️,maravilhosa,['maravilhosa'],❤❤❤❤❤❤❤,0.6528260869565218,neu,clau_cavalcante1349, ,0
49,❤️, ,[],❤,0.7460869565217392,neu,alisaidirshad, ,0
50,Hi,hi,['hi'], ,0.0,neu,alisaidirshad, ,0
51,❤️❤️❤️❤️❤️🥰🥰🥰, ,[],❤❤❤❤❤🥰🥰🥰,0.7460869565217392,neu,ramu684ramu, ,0
52,Hi,hi,['hi'], ,0.0,neu,ramu684ramu, ,1
53,This picture reminds me of me n my sister she's git the blonde hair I'm older yet she's taller n I'm goth n always gave been n it just really made me smile reminded me of my sister. I love it. 🖤🧡🖤🥀🥀😝🤘😝🎃👻🤘,pictur remind n sister git blond hair older yet taller n goth n alway gave n realli made smile remind sister love,"['pictur', 'remind', 'n', 'sister', 'git', 'blond', 'hair', 'older', 'yet', 'taller', 'n', 'goth', 'n', 'alway', 'gave', 'n', 'realli', 'made', 'smile', 'remind', 'sister', 'love']",🖤🧡🖤🥀🥀😝🤘😝🎃👻🤘,0.7183705099758864,pos,vampire.morgana, ,0
54,Liked it better when your wore colors,like better wore color,"['like', 'better', 'wore', 'color']", ,0.6597,pos,madhurixo, ,2
55,I love u Jaan,love u jaan,"['love', 'u', 'jaan']", ,0.6369,pos,pawansharams, ,1
56,Vryy hot girl,vryy hot girl,"['vryy', 'hot', 'girl']", ,0.0,neu,kumarsinghrameshkumar, ,0
57,😴🔫😛😛🍭🍭🍭🍬🍬, ,[],😴🔫😛😛🍭🍭🍭🍬🍬,0.29665487349024544,neu,brumr.ick, ,1
58,❤️❤️❤️❤️, ,[],❤❤❤❤,0.7460869565217392,neu,slumshit101, ,0
59,🔥🔥🔥🔥, ,[],🔥🔥🔥🔥,0.1397849462365591,neu,mogul_tree3579, ,0
60,🔥, ,[],🔥,0.1397849462365591,neu,tommybuck5946, ,2
61,oi,oi,['oi'], ,0.0,neu,guilherme15543, ,0
62,Sfjbgfxvb,sfjbgfxvb,['sfjbgfxvb'], ,0.0,neu,govind.7504, ,0
63,😢, ,[],😢,0.0066755674232309,neu,shivshanker.mandal.56, ,0
64,तुम कहां से हो😍, ,[],😍,0.6779367825129737,neu,shivshanker.mandal.56, ,0
65,"Hmm,  Love it! ❤️",hmm love,"['hmm', 'love']",❤,0.6732956521739131,pos,emmanuelt.k._amoah, ,0
66,डिप्टी फूल❤️❤️, ,[],❤❤,0.7460869565217392,neu,raajuu7640, ,0
67,Díos no me castigues🙌,do no castigu,"['do', 'no', 'castigu']",🙌,-0.08189375830013279,neu,pablovillanueva957, ,1
68,How may I serve you?,may serv,"['may', 'serv']", ,0.0,neu,greene.cowan, ,0
69,"I never watched any episodes of the shows, but have always known that you are the hottest person in your family..",never watch episod show alway known hottest person famili,"['never', 'watch', 'episod', 'show', 'alway', 'known', 'hottest', 'person', 'famili']", ,0.0,neu,greene.cowan, ,0
70,Good morning my girl friend,good morn girl friend,"['good', 'morn', 'girl', 'friend']", ,0.7269,pos,odahkodjo, ,0
71,Jolie,joli,['joli'], ,0.0,neu,odahkodjo, ,0
72,Ууухххх🔥🔥🔥🔥порол бы пять раз надень, ,[],🔥🔥🔥🔥,0.1397849462365591,neu,ser.deu9, ,0
73,Sangkot,sangkot,['sangkot'], ,0.0,neu,pane.hermanto, ,0
74,Hii,hii,['hii'], ,0.0,neu,sg6409322, ,0
75,Hii,hii,['hii'], ,0.0,neu,sg6409322, ,1
76,the 2nd one 😍,nd one,"['nd', 'one']",😍,0.22597892750432458,neu,theyadore_a21, ,0
77,very sensual,sensual,['sensual'], ,0.0,neu,properrogue06, ,1
78,Wow😍😍,wow,['wow'],😍😍,0.6472578550086492,pos,ticuandwanda, ,1
79,Hello,hello,['hello'], ,0.0,neu,ranawaleed9811, ,1
80,Runt a lious…..🤡,runt liou,"['runt', 'liou']",🤡,0.0,neu,kelly.shuler.huba, ,0
81,❤️❤️❤️❤️, ,[],❤❤❤❤,0.7460869565217392,neu,nyny2352, ,0
82,😢, ,[],😢,0.0066755674232309,neu,ettouhamiaaoudate, ,0
83,😍, ,[],😍,0.6779367825129737,neu,ettouhamiaaoudate, ,0
84,One of my flavourites Photos😮❤️🙌🔥👏😢😂❤️❤️❤️❤️❤️,one flavourit photo,"['one', 'flavourit', 'photo']",😮❤🙌🔥👏😢😂❤❤❤❤❤,0.41351342308987227,neu,william.denton.9699, ,0
85,Kk orang mana aku orang Indonesia,kk orang mana aku orang indonesia,"['kk', 'orang', 'mana', 'aku', 'orang', 'indonesia']", ,0.3612,neu,findianiazhara, ,0
86,Khloe is much more beautiful then the rest of u Kardashians,khloe much beauti rest u kardashian,"['khloe', 'much', 'beauti', 'rest', 'u', 'kardashian']", ,0.0,neu,eddya420, ,0
87,❤️🙌🙌🔥👏😢😍😮😂, ,[],❤🙌🙌🔥👏😢😍😮😂,0.41229203478353676,neu,mashooq735, ,0
88,zzzzz,zzzzz,['zzzzz'], ,0.0,neu,mashooq735, ,0
89,👏👏🔥🔥🔥🔥🔥🔥🙌😍, ,[],👏👏🔥🔥🔥🔥🔥🔥🙌😍,0.3118167317142756,neu,sandik1953.ss, ,0
90,"Wow, che amore che provo per la famiglia kardash",wow che amor che provo per la famiglia kardash,"['wow', 'che', 'amor', 'che', 'provo', 'per', 'la', 'famiglia', 'kardash']", ,0.8316,pos,recharlton95, ,0
91,#continew 1.45 sec..#u s..,continew sec u,"['continew', 'sec', 'u']", ,0.0,neu,amitmehra138, ,0
92,- 🤫🤫🤫🤫 (DONT START W THE CAPTIONS),dont start w caption,"['dont', 'start', 'w', 'caption']",🤫🤫🤫🤫,0.0,neu,lordegothicyoute, ,0
93,❤️❤️❤️❤️❤️❤️😘😘😘😘😘, ,[],❤❤❤❤❤❤😘😘😘😘😘,0.725935788086818,neu,iulian.petrov.946, ,0
94,Phone kar kar Baat Karen,phone kar kar baat karen,"['phone', 'kar', 'kar', 'baat', 'karen']", ,0.0,neu,bharatsharma9564, ,0
95,Mujhse dosti Karenge,mujhs dosti kareng,"['mujhs', 'dosti', 'kareng']", ,0.0,neu,bharatsharma9564, ,0
96,Aaj mera birthday hai please call uthaiye,aaj mera birthday hai pleas call uthaiy,"['aaj', 'mera', 'birthday', 'hai', 'pleas', 'call', 'uthaiy']", ,0.0,neu,bharatsharma9564, ,0
97,Call attend me,call attend,"['call', 'attend']", ,0.0,neu,bharatsharma9564, ,0
98,You're absolutely beautiful darling ❤️,absolut beauti darl,"['absolut', 'beauti', 'darl']",❤,0.1865217391304348,neu,gizmogi1975, ,0
99,❤️😢, ,[],❤😢,0.37638126197248506,neu,djsjasksj, ,0
100,@rober_velazquez_, ,[], ,0.0,neu,jime_manjarrez,rober_velazquez_ ,1
101,Super,super,['super'], ,0.5994,pos,dennisraj41, ,0
102,Hi,hi,['hi'], ,0.0,neu,rahim.9340, ,0
103,❤️, ,[],❤,0.7460869565217392,neu,ileeyasumuntari, ,0
104,Hbbb,hbbb,['hbbb'], ,0.0,neu,ileeyasumuntari, ,0
105,Amanheyloveyou,amanheylovey,['amanheylovey'], ,0.0,neu,amana6624, ,0
106,رائع 🔥, ,[],🔥,0.1397849462365591,neu,mstf.hsynmhmd, ,1
107,❤️, ,[],❤,0.7460869565217392,neu,myr584myr, ,0
108,Wooooow  Linda and Linda,wooooow linda linda,"['wooooow', 'linda', 'linda']", ,0.0,neu,myr584myr, ,0
109,Hot Girls🔥,hot girl,"['hot', 'girl']",🔥,0.04659498207885303,neu,noor_hamim_10, ,0
110,😂🙌, ,[],😂🙌,0.390696685287301,neu,thekelvindavis, ,0
111,Wow,wow,['wow'], ,0.5859,pos,neeraj_kumar_7877822164, ,0
112,🤤🤤🤤🤤, ,[],🤤🤤🤤🤤,0.0,neu,muhammad__1995_5, ,0
113,I Love you,love,['love'], ,0.6369,pos,manjappakhkh, ,0
114,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️😍, ,[],❤❤❤❤❤❤❤❤❤❤❤❤❤😍,0.7412190869496846,neu,badeafarid2, ,0
115,🙌, ,[],🙌,0.5604249667994687,neu,bucur7083, ,0
116,😍❤️❤️, ,[],😍❤❤,0.7233702318521508,neu,bucur7083, ,0
117,pai,pai,['pai'], ,0.0,neu,bucur7083, ,0
118,❤️❤️❤️❤️, ,[],❤❤❤❤,0.7460869565217392,neu,kiranbhati805, ,0
119,I love you too baby girl I love,love babi girl love,"['love', 'babi', 'girl', 'love']", ,0.8555,pos,kiranbhati805, ,2
120,Thats hot honey,that hot honey,"['that', 'hot', 'honey']", ,0.0,neu,waynemccullah, ,1
121,The outfit is on point 🙌,outfit point,"['outfit', 'point']",🙌,0.18680832226648958,neu,holliamea, ,0
122,"OMG if only, YUMMY SOOOO DELICIOUS🔥🔥🔥🔥🔥🔥",omg yummi soooo delici,"['omg', 'yummi', 'soooo', 'delici']",🔥🔥🔥🔥🔥🔥,0.08387096774193546,neu,nicolemastrolia, ,0
123,❤️👏🔥😍🔥🔥🔥🔥🔥, ,[],❤👏🔥😍🔥🔥🔥🔥🔥,0.3092534846288385,neu,nicolemastrolia, ,1
124,Jbfb,jbfb,['jbfb'], ,0.0,neu,krishna_nagar__00, ,0
125,👏👏👏, ,[],👏👏👏,0.5205479452054794,neu,shuklakhushbo, ,0
126,😍😍😍😍😍😍😍❤️❤️❤️❤️❤️❤️ I love you,love,['love'],😍😍😍😍😍😍😍❤❤❤❤❤❤,0.7042128011943751,pos,shuklakhushbo, ,1
127,I love you,love,['love'], ,0.6369,pos,shuklakhushbo, ,0
128,❤️❤️❤️❤️, ,[],❤❤❤❤,0.7460869565217392,neu,shuklakhushbo, ,0
129,Hallo,hallo,['hallo'], ,0.0,neu,shuklakhushbo, ,0
130,Niiiice🙌❤️❤️❤️❤️❤️,niiiic,['niiiic'],🙌❤❤❤❤❤,0.6129799642011664,neu,stephanie.villarreal.144181, ,0
131,🙌🙌🙌🔥🔥, ,[],🙌🙌🙌🔥🔥,0.39216895857430484,neu,razdahan51, ,0
132,🔥👅, ,[],🔥👅,0.304102999434069,neu,jaafar_el__khmlichi, ,0
133,"- OH I WASNT LYING, nothing but YOU",oh wasnt lie noth,"['oh', 'wasnt', 'lie', 'noth']", ,0.0,neu,lordegothicyoute, ,0
134,🔥, ,[],🔥,0.1397849462365591,neu,gulabsindhi111, ,0
135,Hiiii,hiiii,['hiiii'], ,0.0,neu,vagela508, ,1
136,🙌, ,[],🙌,0.5604249667994687,neu,konwar371, ,0
137,❤️, ,[],❤,0.7460869565217392,neu,harichandkumhar, ,0
138,Hii,hii,['hii'], ,0.0,neu,harichandkumhar, ,0
139,Gradur Rosa 🌹💐🌹,gradur rosa,"['gradur', 'rosa']",🌹💐🌹,0.39576499388004893,neu,bachirenbirk, ,0
140,😍😍😍😍😍😍😍😍😍😍👏👏👏, ,[],😍😍😍😍😍😍😍😍😍😍👏👏👏,0.6416162815958596,neu,se.bastiao8193, ,1
141,👏, ,[],👏,0.5205479452054794,neu,zhe.6494, ,0
142,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥, ,[],🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,0.13978494623655904,neu,amjad_p, ,0
143,Can you do blue next,blue next,"['blue', 'next']", ,0.0,neu,aznboytellem, ,1
144,Haw,haw,['haw'], ,0.0,neu,allo.joseph.399, ,0
145,I love this picture 😍 @kourtneykardash,love pictur,"['love', 'pictur']",😍,0.6505789275043246,pos,fuck_off_humbly_,kourtneykardash ,0
146,Hiii,hiii,['hiii'], ,0.0,neu,sonu.kumar8170, ,0
147,👏, ,[],👏,0.5205479452054794,neu,leosilva165, ,1
148,😍😍😍, ,[],😍😍😍,0.6779367825129737,neu,leakimnaye, ,0
149,❤️😍😍, ,[],❤😍😍,0.7006535071825623,neu,lixienpen, ,0
150,🙌🙌🙌🙌🙌🙌🙌, ,[],🙌🙌🙌🙌🙌🙌🙌,0.5604249667994687,neu,salamdin23, ,0
151,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥, ,[],🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,0.13978494623655907,neu,jorgef_maldonado_, ,0
152,❤️, ,[],❤,0.7460869565217392,neu,nebraka_, ,1
153,❤️❤️❤️❤️❤️, ,[],❤❤❤❤❤,0.7460869565217392,neu,prviinn7663, ,0
154,🩸🇦🇩👹, ,[],🩸👹,0.0612244897959183,neu,bfm40k, ,0
155,Hi,hi,['hi'], ,0.0,neu,afsarali4406, ,0
156,Most certainly the baddest Kardashian.,certainli baddest kardashian,"['certainli', 'baddest', 'kardashian']", ,0.0,neu,thegoat_jake, ,0
157,❤️🔥❤️🔥❤️😂😢, ,[],❤🔥❤🔥❤😂😢,0.39221067617667144,neu,smyr13639, ,0
158,🌹😘🌹😘🌹😘🌹😘🌹😘🌹😘🌹😘, ,[],🌹😘🌹😘🌹😘🌹😘🌹😘🌹😘🌹😘,0.6561097511219911,neu,yourtrainer_serg, ,1
159,Hii,hii,['hii'], ,0.0,neu,amolarjunpvaar, ,0
160,Whasss up shorty !you look so confused these days !,whasss shorti look confus day,"['whasss', 'shorti', 'look', 'confus', 'day']", ,0.0,neu,totosmom63, ,0
161,🔥🔥🔥واوووو🔥🔥🔥❤️❤️❤️, ,[],🔥🔥🔥🔥🔥🔥❤❤❤,0.3418856163316191,neu,lsltnyhsnbrhym, ,0
162,❤️, ,[],❤,0.7460869565217392,neu,ramnujy, ,0
163,🔥🔥🔥🔥🔥🔥, ,[],🔥🔥🔥🔥🔥🔥,0.1397849462365591,neu,tonyaldridge69, ,0
164,So look fine,look fine,"['look', 'fine']", ,0.2023,neu,soji.ifa, ,0
165,Purple is your color,purpl color,"['purpl', 'color']", ,0.0,neu,lavandest204, ,1
166,All 10 of your pictures look very nice,pictur look nice,"['pictur', 'look', 'nice']", ,0.4215,pos,wedderburn450, ,0
167,Cheap look 😢,cheap look,"['cheap', 'look']",😢,0.0022251891410769668,neu,moruasydney, ,1
168,You used to dress so classy.,use dress classi,"['use', 'dress', 'classi']", ,0.0,neu,amanda_the_wife_boydell, ,3
169,😮😮😮😮😮, ,[],😮😮😮😮😮,0.2777777777777778,neu,rajag1141, ,0
170,❤️, ,[],❤,0.7460869565217392,neu,abinas605, ,0
171,"Gorgeous! 
This reminds of the scene from FRIENDS when Rachel met Joshua’s parents in her nightie!",gorgeou remind scene friend rachel met joshua parent nighti,"['gorgeou', 'remind', 'scene', 'friend', 'rachel', 'met', 'joshua', 'parent', 'nighti']", ,0.4939,pos,franfran316, ,0
172,😍, ,[],😍,0.6779367825129737,neu,christina.ixchel, ,0
173,😍😍😍😍, ,[],😍😍😍😍,0.6779367825129737,neu,camargowill10, ,0
174,❤️, ,[],❤,0.7460869565217392,neu,ayyzshtyyn, ,0
175,😍, ,[],😍,0.6779367825129737,neu,ayyzshtyyn, ,0
176,Does anyone know what type of mensuration protect she uses? Tampons pads? Also what make I want to be using the same!,anyon know type mensur protect use tampon pad also make want use,"['anyon', 'know', 'type', 'mensur', 'protect', 'use', 'tampon', 'pad', 'also', 'make', 'want', 'use']", ,0.4404,pos,neo45163992, ,0
177,Hot❤️❤️❤️❤️,hot,['hot'],❤❤❤❤,0.5968695652173913,neu,prajapati_shyamsunder, ,0
178,🤢🤮, ,[],🤢🤮,0.0,neu,karma3652470, ,0
179,Smoking hot baby,smoke hot babi,"['smoke', 'hot', 'babi']", ,0.0,neu,tightlinejw, ,0
180,Mi bebe linda😍,mi bebe linda,"['mi', 'bebe', 'linda']",😍,0.16948419562824343,neu,colombiarosal, ,0
181,😘💋😘💋😘💋😘, ,[],😘💋😘💋😘💋😘,0.6981998593213279,neu,petya_shadybk.ru, ,0
182,Nice,nice,['nice'], ,0.4215,pos,md.jasaul, ,0
183,Nice,nice,['nice'], ,0.4215,pos,md.jasaul, ,0
184,😢😢😢😢😢, ,[],😢😢😢😢😢,0.0066755674232309,neu,khurshidkhan4809, ,0
185,❤️❤️❤️❤️❤️❤️, ,[],❤❤❤❤❤❤,0.7460869565217392,neu,khurshidkhan4809, ,0
186,You look amazing,look amaz,"['look', 'amaz']", ,0.0,neu,alyssamarie1126, ,0
187,Love how she doesn’t edit her body,love not edit bodi,"['love', 'not', 'edit', 'bodi']", ,0.6369,pos,lesat14, ,1
188,🌸🌺🧁, ,[],🌸🌺🧁,0.6061099365750529,neu,hermajestytessardy, ,0
189,Hi,hi,['hi'], ,0.0,neu,abi.sheikh.1614, ,0
190,Madam Maya Mantra,madam maya mantra,"['madam', 'maya', 'mantra']", ,0.0,neu,muttumajjur, ,0
191,He is going ok so is it,go ok,"['go', 'ok']", ,0.296,neu,fazalshaikh586, ,0
192,Hii,hii,['hii'], ,0.0,neu,asishbiswas979, ,0
193,Lol❤️,lol,['lol'],❤,0.5837934782608696,pos,bigkayos, ,0
194,Hey b❤️,hey b,"['hey', 'b']",❤,0.24869565217391304,neu,stev__wills12, ,0
195,G,g,['g'], ,0.0,neu,abi.sheikh.1614, ,0
196,"U 💯💯💯💯 are most def… not the least interesting! 
*
*
Not long finished watch #kuwtk - Stay true to u, continue being a great mum while enjoying and loving life. Amen 🙏",u def not least interest not long finish watch kuwtk stay true u continu great mum enjoy love life amen,"['u', 'def', 'not', 'least', 'interest', 'not', 'long', 'finish', 'watch', 'kuwtk', 'stay', 'true', 'u', 'continu', 'great', 'mum', 'enjoy', 'love', 'life', 'amen']",💯💯💯💯🙏,0.7934928100878978,pos,nickyforbes_aka, ,1
197,Absolutely gorgeous,absolut gorgeou,"['absolut', 'gorgeou']", ,0.0,neu,michaelneville323, ,0
198,Where is the jean set of the last pic from ?,jean set last pic,"['jean', 'set', 'last', 'pic']", ,0.0,neu,janoudetp, ,0
199,OMG baby ❤️❤️❤️,omg babi,"['omg', 'babi']",❤❤❤,0.4476521739130435,neu,briancosta79, ,0
200,City❤️,citi,['citi'],❤,0.3730434782608696,neu,kumoyeolawale, ,0
201,Ji,ji,['ji'], ,0.0,neu,vinayjiramesji, ,0
202,Hello,hello,['hello'], ,0.0,neu,vinayjiramesji, ,0
203,Hii,hii,['hii'], ,0.0,neu,vinayjiramesji, ,0
204,@mmoon_mon, ,[], ,0.0,neu,naviga22,mmoon_mon ,0
205,👏👏, ,[],👏👏,0.5205479452054794,neu,mehrzad139610, ,0
206,@emma.j.adams, ,[], ,0.0,neu,catmarr,emma.j.adams ,0
207,😘😘😘, ,[],😘😘😘,0.7017543859649124,neu,850._yak, ,0
208,🔥🔥🔥👏😍😍, ,[],🔥🔥🔥👏😍😍,0.382629391490184,neu,smurillogarcia, ,0
209,Wao very nice,wao nice,"['wao', 'nice']", ,0.4215,pos,salma_nkhan5879, ,0
210,You’re so pretty @kourtneykardash!,pretti,['pretti'], ,0.0,neu,natalien422,kourtneykardash ,0
211,Preggo announcement. Due with girl in December!,preggo announc due girl decemb,"['preggo', 'announc', 'due', 'girl', 'decemb']", ,0.0,neu,avas_treat, ,0
212,🙌❤️❤️❤️😍😍, ,[],🙌❤❤❤😍😍,0.692426566898439,neu,lgzy_nwrldyn, ,0
213,Yuck,yuck,['yuck'], ,0.0,neu,siyali._, ,0
214,I have a weird feeling youre telling us youre pregnant in these pictures..,weird feel your tell us your pregnant pictur,"['weird', 'feel', 'your', 'tell', 'us', 'your', 'pregnant', 'pictur']", ,-0.1779,neu,em.fryday, ,1
215,❤️, ,[],❤,0.7460869565217392,neu,_eyjuuh, ,0
216,"❤️🔥🔥😍 I WOULD LOVE TO PICK YOU UP, KISSING YOU PASSIONATELY, ALL THE WAY TO YOUR ROOM, GORGEOUS!",would love pick kiss passion way room gorgeou,"['would', 'love', 'pick', 'kiss', 'passion', 'way', 'room', 'gorgeou']",❤🔥🔥😍,0.7252994692923191,pos,charles1965xx, ,0
217,❤️😮, ,[],❤😮,0.5119323671497584,neu,gurjarchhawadi88, ,0
218,👏👏, ,[],👏👏,0.5205479452054794,neu,narkumar5628, ,0
219,😢😍😮, ,[],😢😍😮,0.32079670923799414,neu,laiuplu, ,0
220,😢, ,[],😢,0.0066755674232309,neu,laiuplu, ,0
221,hl,hl,['hl'], ,0.0,neu,laiuplu, ,0
222,Vhj,vhj,['vhj'], ,0.0,neu,laiuplu, ,0
223,Where does Khloe get her faux furs. I search and search??,khloe get faux fur search search,"['khloe', 'get', 'faux', 'fur', 'search', 'search']", ,0.0,neu,schrader_heidi, ,0
224,😍, ,[],😍,0.6779367825129737,neu,salmanhan163, ,0
225,You bet. ⬛⬜⬛,bet,['bet'],⬛⬜⬛,-0.2222222222222222,neu,evan.c.cassell, ,0
226,"Such massive, hotness",massiv hot,"['massiv', 'hot']", ,0.0,neu,stack.evan, ,0
227,Bicht ❤️,bicht,['bicht'],❤,0.3730434782608696,neu,bonzebeck, ,0
228,salam,salam,['salam'], ,0.0,neu,rovsen5682, ,0
229,@imaspecialk909 funboy,funboy,['funboy'], ,0.0,neu,alexxisschmerer,imaspecialk909 ,1
230,@alexxisschmerer Kardashian cool:-),kardashian cool,"['kardashian', 'cool']", ,0.3182,neu,imaspecialk909,alexxisschmerer ,1
231,👏😮❤️❤️❤️we look to me!,look,['look'],👏😮❤❤❤,0.5060977654247458,neu,jose.mazio, ,0
232,❤️, ,[],❤,0.7460869565217392,neu,khansakhawat114, ,0
233,03475149087, ,[], ,0.0,neu,khansakhawat114, ,0
234,🔥🔥🔥🔥🔥, ,[],🔥🔥🔥🔥🔥,0.1397849462365591,neu,edimuapresidoreis, ,0
235,❤️❤️, ,[],❤❤,0.7460869565217392,neu,the_creative_fan, ,0
236,Escapade,escapad,['escapad'], ,0.0,neu,the_creative_fan, ,0
